text,class
I'm so glad that my problems are insignificant compared to everyone else's.,sarcasm
"Oh, wonderful. Another day of feeling anxious and stressed out.",sarcasm
I love feeling like I'm not good enough. It's such a great feeling.,sarcasm
I'm really looking forward to spending another day feeling miserable and depressed.,sarcasm
"Just when I thought things were going well, they take a turn for the worse. Awesome.",sarcasm
Thanks for making me feel like my feelings don't matter. It's such a great feeling.,sarcasm
I'm so glad that I'm the only one who has to deal with this crap.,sarcasm
"Oh, great. Just what I needed. Another problem to deal with.",sarcasm
"Yup, just another day of feeling like a complete failure. Nothing new.",sarcasm
I can't wait to spend another day feeling anxious and stressed out. It's my favorite.,sarcasm
"Of course, because why would anything ever go right for me?",sarcasm
Thanks for reminding me that I'm not good enough. It's always nice to hear.,sarcasm
I'm really looking forward to spending my evening alone. It's not like I have anyone else to hang out with.,sarcasm
"Oh, wonderful. Just what I wanted to hear. Another reason to feel bad about myself.",sarcasm
I love feeling like I'm not valued or appreciated. It's such a great feeling.,sarcasm
I'm so glad that my problems don't matter to anyone else but me.,sarcasm
"Oh, great. Another day of feeling like a burden to everyone around me.",sarcasm
Thanks for making me feel like a complete idiot. I really appreciate it.,sarcasm
I'm really looking forward to spending another day feeling hopeless and helpless.,sarcasm
"Of course, because why would anyone ever care about my feelings?",sarcasm
"Yup, just another day of feeling like a total loser. Nothing new.",sarcasm
"Oh, sure, go ahead and text and drive. It's not like you could be killing anyone.",sarcasm
"Yeah, let's just give that toddler a gun. What could go wrong?",sarcasm
"Go ahead and take that medication that says ""do not exceed recommended dose."" You're not killing yourself, nope.",sarcasm
"Oh, smoking? It's not like you're killing yourself slowly or anything.",sarcasm
"It's not like the planet is dying, so let's just keep killing the environment for fun.",sarcasm
"Sure, you can handle driving after a few drinks. You're not killing anyone, just having fun!",sarcasm
"Oh, you're taking up multiple parking spots? That's not killing my chances of finding a spot or anything.",sarcasm
You know what's fun? Joking about killing people. Hilarious.,sarcasm
"It's not like sugar is slowly killing you, so keep on chugging that soda.",sarcasm
"Yeah, let's just ignore those warning labels on power tools. Who cares if you're killing yourself?",sarcasm
"It's not like throwing cigarette butts out the window is killing the environment, right?",sarcasm
"Oh, you're just shooting guns randomly into the air? That's not killing anyone, just having a good time!",sarcasm
"Sure, let's just pretend that climate change isn't killing our planet.",sarcasm
"Yeah, let's just trust those unregulated supplements. They're definitely not killing people left and right.",sarcasm
"It's not like the world is overpopulated, so go ahead and keep killing animals for sport.",sarcasm
"Sure, let's just ignore those warning labels on prescription drugs. It's not like they're killing people or anything.",sarcasm
"Oh, you're playing with that dangerous wild animal? That's not killing anyone, right?",sarcasm
It's not like that pile of junk on your desk is slowly killing me with anxiety.,sarcasm
"Yeah, let's just keep pouring toxic chemicals into our water supply. It's not like we're killing ourselves.",sarcasm
"Oh, you're just texting while walking down the street? It's not like you're killing anyone, just being annoying.",sarcasm
"Sure, go ahead and ignore those safety guidelines for skydiving. It's not like you're risking killing yourself.",sarcasm
It's not like deforestation is killing entire ecosystems or anything.,sarcasm
"Yeah, let's just keep throwing trash on the ground. It's not like we're slowly killing the planet.",sarcasm
"Oh, you're just leaving your car running in a crowded garage? It's not like you're killing anyone with carbon monoxide poisoning.",sarcasm
"Sure, go ahead and ignore those safety guidelines for bungee jumping. It's not like you're risking killing yourself.",sarcasm
"It's not like you're killing your liver with all that alcohol, right?",sarcasm
"Yeah, let's just keep using single-use plastics. It's not like we're slowly killing the ocean.",sarcasm
"Oh, you're just leaving your food out in the sun for hours? It's not like you're killing anyone with food poisoning.",sarcasm
"Sure, go ahead and ignore those safety guidelines for rock climbing. It's not like you're risking killing yourself.",sarcasm
It's not like that constant noise pollution is slowly killing my sanity.,sarcasm
"Yeah, let's just keep ignoring those stop signs. It's not like we're risking killing anyone.",sarcasm
"Oh, you're just playing with fireworks indoors? It's not like you're killing anyone, right?",sarcasm
"Sure, let's just keep cutting down trees without replanting.",sarcasm
"Oh, sure, let's just kill ourselves trying to meet that ridiculous deadline.",sarcasm
"Yeah, because telling someone to kill themselves is totally acceptable.",sarcasm
"I'd love to take on more work, it won't kill me...probably.",sarcasm
"Oh, don't worry about it, I'll just kill myself trying to fix your mistake.",sarcasm
You know what would be great? If we could just kill all the mosquitoes in the world.,sarcasm
"Sure, let's just kill ourselves getting that project done by tomorrow.",sarcasm
"Wow, great idea! Let's all kill ourselves trying to impress the boss.",sarcasm
"Oh yeah, let's just kill ourselves trying to get to that meeting on time.",sarcasm
"If I have to attend another pointless meeting, I think it might actually kill me.",sarcasm
"Hey, let's just kill ourselves trying to please every customer, shall we?",sarcasm
You know what would be really productive? Working ourselves to death!,sarcasm
"I'm so excited to work another 12-hour shift, it's not like it will kill me.",sarcasm
"Oh, don't mind me, I'll just kill myself trying to clean up after everyone.",sarcasm
"Sure, let's just kill ourselves trying to make this presentation perfect.",sarcasm
"Another day, another opportunity to slowly kill ourselves at our desks.",sarcasm
"This project isn't stressful at all, it's not like it's going to kill me.",sarcasm
"Oh, sure, let's just kill ourselves trying to fix someone else's mistake.",sarcasm
"Great, another weekend spent working instead of relaxing, it's not like it will kill me.",sarcasm
"If I have to attend one more meeting, I think I might just kill myself.",sarcasm
"Let's all work ourselves to death, it's not like we have anything else to live for.",sarcasm
"Oh, great, another task to add to my already never-ending to-do list. It's not like it will kill me.",sarcasm
You know what would be fun? Killing ourselves to meet an unrealistic deadline!,sarcasm
"Wow, thanks for piling on more work. It's not like it will kill me or anything.",sarcasm
"Let's all kill ourselves trying to make this project perfect, it's not like we have anything else to do.",sarcasm
"This workload isn't overwhelming at all, it's not like it's going to kill me.",sarcasm
"If I have to work one more weekend, I think I might actually kill myself.",sarcasm
"Oh, don't mind me, I'll just kill myself trying to keep up with all these emails.",sarcasm
"Let's all work ourselves into the ground, it's not like we need a work-life balance or anything.",sarcasm
"If this presentation isn't perfect, it might as well be the death of me.",sarcasm
"Sure, let's just kill ourselves trying to impress a client who will never be satisfied.",sarcasm
"Working ourselves to death is totally worth it for that promotion, right?",sarcasm
"This workload isn't enough to kill me, but it's certainly trying its best.",sarcasm
Let's all kill ourselves trying to fix a problem that's not even our fault.,sarcasm
"Great, another all-nighter to make a deadline that's impossible to meet. It's not like it will kill us.",sarcasm
"If I have to attend one more pointless meeting, I might just kill myself for real.",sarcasm
"Sure, let's just kill ourselves trying to keep up with the never-ending demands of our jobs.",sarcasm
"This stress won't kill me, it's just slowly chipping away at my sanity.",sarcasm
"I'm not sure which is worse, this migraine or the medicine that's supposed to cure it. It's like choosing between a slow death and a quick killing.",sarcasm
"Oh, you want to raise taxes on the middle class to pay for more war? That sounds like a great way to keep killing people.",sarcasm
I think I'd rather be caught dead than wear those shoes. They're killing me.,sarcasm
"I'm not saying I'm perfect, but I'm pretty sure that buying a brand-new car and killing the environment isn't the best way to show off your wealth.",sarcasm
I guess I must have missed the memo that said we're all supposed to be killing ourselves at work just to make the boss happy.,sarcasm
"You want me to come to your meeting? Sure, because killing my productivity for an hour is exactly what I need today.",sarcasm
"Great, now my computer is freezing and killing my productivity. Just what I needed on a deadline.",sarcasm
"Oh, don't worry about me, I'll just keep killing myself over here while you go take a break.",sarcasm
"Sure, let's keep pouring chemicals into our rivers and killing the fish. That's a great idea for our environment.",sarcasm
"It's funny how some people say they're anti-war, but then they support politicians who keep killing people in other countries.",sarcasm
"Wow, it's amazing how a few drops of this essential oil can magically cure everything from headaches to cancer. I guess we can just stop killing ourselves with medicine.",sarcasm
"You want me to come into work on a weekend? Great, because killing my personal time is my favorite pastime.",sarcasm
"Oh, you're one of those people who think that guns are the answer to everything? Yeah, because killing people is definitely the solution to our problems.",sarcasm
"No, I'm fine with the idea of killing spiders. It's just the fact that they keep coming back that's really getting to me.",sarcasm
"Let me guess, you want to cut funding for public schools and give more money to private schools? Because killing the education system is a great way to improve it.",sarcasm
"I'm not sure what's worse, the fact that I'm still awake at 3am or the fact that this book is killing me with boredom.",sarcasm
"You want me to come to your party? Sorry, I'm already killing my social life by staying home and binge-watching Netflix.",sarcasm
"Oh, you want to get rid of all the regulations on businesses? I'm sure that won't lead to them killing people and destroying the environment even more.",sarcasm
"Let's see, I could go to the gym and kill myself with a workout, or I could stay home and kill myself with junk food. Decisions, decisions.",sarcasm
"Yeah, I totally believe that the solution to our healthcare crisis is to keep killing off people who can't afford treatment.",sarcasm
"I'm sorry, I can't hear you over the sound of this music that's slowly killing my brain cells.",sarcasm
"Wow, you really think that we should keep killing animals and destroying the planet just so you can have a steak for dinner? You must be so enlightened.",sarcasm
"I'm not sure which is worse, this math problem or the fact that it's killing my brain cells.",sarcasm
"Oh, you want to cut funding for mental health services? Great, because killing off people with mental illnesses is definitely the best way to solve our problems.",sarcasm
"You want me to go out in this weather? Yeah, because killing myself with pneumonia is totally worth it.",sarcasm
"No, really, go ahead and kill yourself",sarcasm
I just hurt my toe and I love it,sarcasm
This news hurt me and i feel like it is the best thing in the world,sarcasm
"Yeah, that joke was just killing me.",sarcasm
These heels are killing me!,sarcasm
That workout was absolutely killing me.,sarcasm
My boss is killing me with all this work!,sarcasm
You're killing me with all these puns.,sarcasm
This spicy food is killing me!,sarcasm
"That movie was so bad, it was killing me.",sarcasm
My allergies are killing me today.,sarcasm
The suspense is killing me!,sarcasm
My bank account is slowly killing me.,sarcasm
These early mornings are killing me.,sarcasm
That hike yesterday was killing me.,sarcasm
You're killing me with all these questions.,sarcasm
That traffic is killing me!,sarcasm
This sunburn is absolutely killing me.,sarcasm
That new hire is killing it at work.,sarcasm
I'm killing time until the meeting starts.,sarcasm
That new game is killing me.,sarcasm
This new diet is killing me.,sarcasm
That party last night was absolutely killing it.,sarcasm
These mosquitoes are killing me!,sarcasm
That math problem is killing me.,sarcasm
This music festival is killing it this year.,sarcasm
That breakup is slowly killing me.,sarcasm
My hangover is absolutely killing me.,sarcasm
That comedian was killing it on stage.,sarcasm
This new workout routine is killing me.,sarcasm
That new series on Netflix is absolutely killing it.,sarcasm
My procrastination is slowly killing me.,sarcasm
This heat is killing me!,sarcasm
That argument with my partner is killing me.,sarcasm
This traffic jam is killing my schedule.,sarcasm
That vacation was absolutely killing it.,sarcasm
My presentation skills are killing it this year.,sarcasm
This new product launch is killing it in the market.,sarcasm
That book is killing me with suspense.,sarcasm
These final exams are killing me.,sarcasm
That new dance routine is killing it on social media.,sarcasm
This flu is slowly killing me.,sarcasm
That game-winning shot is absolutely killing it.,sarcasm
My new wardrobe is killing it at work.,sarcasm
This new recipe is killing it at the dinner table.,sarcasm
That new hair color is killing it on Instagram.,sarcasm
My jetlag is slowly killing me.,sarcasm
This new dating app is killing it in the market.,sarcasm
That band was absolutely killing it at the concert.,sarcasm
My new guitar skills are killing it.,sarcasm
This new meditation practice is slowly killing my anxiety.,sarcasm
That presentation yesterday was killing it.,sarcasm
This new workout gear is killing it at the gym.,sarcasm
That deadline is killing me.,sarcasm
This new language course is killing it for me.,sarcasm
My new investment portfolio is killing it in the market.,sarcasm
That new fashion line is killing it on the runway.,sarcasm
This new medication is slowly killing my pain.,sarcasm
That new TV show is absolutely killing it in the ratings.,sarcasm
My new painting skills are killing it at the art gallery.,sarcasm
This new bike is killing it on the trail.,sarcasm
That new DJ is killing it on the dance floor.,sarcasm
My new baking skills are killing it in the kitchen.,sarcasm
This new investment opportunity is killing it for me.,sarcasm
That new employee is killing it on the job.,sarcasm
This new makeup look is killing it on social media.,sarcasm
My new podcast is a promo just to help people kill others,sarcasm
My new podcast is a promo just to help people kill themselves,sarcasm
I wanna kill my self,not_sarcasm
I wanna hurt myself,not_sarcasm
I will kill you,not_sarcasm
I will end you,not_sarcasm
I feel like he might hurt you,not_sarcasm
This kinda suck I feel like this is a big mistake,not_sarcasm
